Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jerry Jeudy,1,,WR,5400,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.7,7.0,7.8,0.5,8.4,12,11.6,11.1,11.1,9.1,13.1,0.0,0.0,0.0,0.0
A.J. Brown,,Q,WR,5400,TEN,BUF,,,12%,-15%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8.0,8.0,7.8,1.0,4.9,14,8.9,8.9,8.9,8.9,8.9,0.0,0.0,0.0,0.0
Mark Ingram II,,,RB,5400,BAL,CIN,32.0,BAL by 13,-3%,33%,5%,0.0,0.0,0.0,0.0,0.0,8.0,8.5,10.1,1.5,4.4,1.7,1.3,1.6,0.5,5.0,19,9.8,8.1,8.1,1.8,14.3,10.9,2.0,5.7,1.1
Tua Tagovailoa,,,QB,5400,MIA,@SF,20.3,SF by 9,-26%,-7%,-11%,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
David Montgomery,,,RB,5400,CHI,TB,20.5,TB by 3.5,-1%,-46%,-5%,0.0,0.0,0.0,0.0,0.0,13.3,13.3,16.1,0.5,4.1,4.0,3.8,3.0,0.8,6.3,30,13.3,12.1,12.1,5.5,18.6,13.1,2.4,18.9,3.5
Derek Carr,1,,QB,5300,LV,@KC,21.5,KC by 13,-22%,35%,-13%,38.0,36.0,36.9,6.8,7.6,3.0,2.3,1.4,1.0,3.7,0.0,0.0,0.0,0.0,0.0,60,21.5,19.5,19.5,14.6,24.5,18.2,3.4,28.0,5.3
Darrell Henderson Jr.,0,,RB,5300,LAR,@WAS,26.0,LAR by 7,-17%,9%,-14%,0.0,0.0,0.0,0.0,0.0,13.3,10.8,9.7,3.3,5.2,2.3,1.8,1.4,0.3,8.9,17,15.6,11.9,11.9,1.1,22.6,8.4,1.6,21.8,4.1
Malcolm Brown,,,RB,5300,LAR,@WAS,26.0,LAR by 7,-17%,9%,-14%,0.0,0.0,0.0,0.0,0.0,9.0,11.3,9.1,2.3,4.0,2.7,3.0,3.7,0.5,4.2,19,5.7,10.8,10.8,0.0,21.6,8.4,1.6,3.4,0.6
Nick Mullens,,,QB,5300,SF,MIA,29.3,SF by 9,14%,4%,20%,24.3,24.3,0.0,3.7,8.4,2.0,2.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0,10.5,10.5,10.5,0.8,20.1,0.0,0.0,0.0,0.0
Deebo Samuel,1,,WR,5300,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,10.0,3.0,3.0,4.9,0.0,11.7,9,7.5,7.5,7.5,7.5,7.5,11.8,2.2,4.2,0.8
Drew Lock,,Q,QB,5300,DEN,@NE,,,-6%,-4%,-3%,19.0,19.0,3.6,2.5,6.2,1.5,1.5,0.6,0.5,1.7,0.0,0.0,0.0,0.0,0.0,7,6.5,6.5,6.5,-3.0,15.9,0.0,0.0,0.0,0.0
C.J. Beathard,,,QB,5300,SF,MIA,29.3,SF by 9,14%,4%,20%,19.0,19.0,0.9,3.0,7.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.5,5.5,5.5,5.5,5.5,0.3,0.1,6.8,1.3
Brandon Aiyuk,3,,WR,5200,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,0.3,17.3,5.3,5.3,5.9,1.3,6.8,11,12.9,12.9,12.9,4.4,21.5,11.1,2.1,7.4,1.4
David Johnson,7,,RB,5200,HOU,JAX,30.0,HOU by 6,5%,16%,29%,0.0,0.0,0.0,0.0,0.0,13.3,12.8,15.4,1.3,3.9,3.3,3.5,3.6,0.5,7.1,31,10.3,12.7,12.7,7.3,18.0,15.4,3.0,12.3,2.4
Mitchell Trubisky,,,QB,5200,CHI,TB,20.5,TB by 3.5,-1%,-46%,-15%,28.7,28.7,0.3,5.3,6.5,2.7,2.7,0.1,1.0,10.9,0.0,0.0,0.0,0.0,0.0,1,17.4,17.4,17.4,11.2,23.5,0.2,0.0,0.0,0.0
Tre'Quan Smith,1,,WR,5200,NO,LAC,29.0,NO by 7.5,5%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.5,4.9,1.0,10.3,8,14.4,11.1,11.1,2.7,19.6,10.9,2.1,2.8,0.5
Dwayne Haskins Jr.,,Q,QB,5100,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,38.3,36.5,0.0,3.8,6.4,2.0,3.3,0.0,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0,15.9,15.1,15.1,10.7,19.6,0.0,0.0,0.0,0.0
Russell Gage,3,,WR,5100,ATL,CAR,27.8,ATL by 1,-9%,5%,-13%,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,-2.0,5.0,6.8,7.5,1.8,7.7,11,8.4,12.2,12.2,2.7,21.6,12.3,2.4,3.6,0.7
Brett Rypien,,,QB,5100,DEN,@NE,,,-6%,-4%,-3%,20.0,20.0,33.0,3.5,7.4,2.5,2.5,2.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,54,7.7,7.7,7.7,-1.6,16.9,0.0,0.0,0.0,0.0
Le'Veon Bell,2,,RB,5100,NYJ,ARI,19.8,ARI by 7,-5%,4%,16%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.5,0.0,2.3,2.0,2.0,4.2,0.0,16.0,28,6.6,6.6,6.6,6.6,6.6,13.3,2.6,7.7,1.5
Antonio Gibson,8,,RB,5000,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,0.0,0.0,0.0,11.7,11.0,14.5,2.3,4.2,3.3,3.0,3.6,0.0,8.2,29,16.3,13.8,13.8,7.1,20.6,14.5,2.9,10.1,2.0
Rex Burkhead,,,RB,5000,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,7.7,7.5,8.6,2.0,4.3,5.7,4.3,2.5,1.0,5.9,15,16.6,13.2,13.2,-1.3,27.8,0.0,0.0,0.0,0.0
Mike Gesicki,,,TE,5000,MIA,@SF,20.3,SF by 9,-26%,-7%,-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.5,6.0,1.5,8.6,10,13.7,11.8,11.8,-0.7,24.2,10.0,2.0,14.1,2.8
Jarvis Landry,1,,WR,5000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-14%,0.3,0.3,0.0,0.0,37.0,0.0,0.0,0.2,0.0,0.0,4.3,4.8,6.6,0.3,10.1,10,10.2,10.4,10.4,6.7,14.0,11.2,2.2,12.8,2.6
Sterling Shepard,,O,WR,5000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,6.0,5.0,5.0,0.0,0.5,7.6,0,8.1,8.1,8.1,4.4,11.8,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,,,RB,5000,SF,MIA,29.3,SF by 9,14%,4%,19%,0.0,0.0,0.0,0.0,0.0,5.7,4.3,3.9,1.5,1.4,1.3,1.0,0.6,0.5,16.8,7,8.4,6.3,6.3,-4.2,16.8,3.4,0.7,2.7,0.5
Will Grier,,,QB,5000,CAR,@ATL,26.8,ATL by 1,37%,-11%,71%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,,,QB,5000,BUF,@TEN,,,3%,39%,-24%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Fournette,,,RB,5000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-6%,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.3,1.7,5.1,2.7,2.7,1.5,0.7,4.3,6,12.6,12.6,12.6,-3.1,28.2,2.4,0.5,0.0,0.0
Latavius Murray,1,,RB,5000,NO,LAC,29.0,NO by 7.5,5%,-7%,-12%,0.0,0.0,0.0,0.0,0.0,9.7,11.0,11.6,2.5,4.2,1.7,1.5,2.1,0.5,7.5,23,11.4,9.7,9.7,1.9,17.5,10.9,2.2,7.7,1.5
Jonnu Smith,0,,TE,4900,TEN,BUF,,,12%,-15%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,5.6,1.3,9.1,9,16.4,16.4,16.4,9.3,23.4,0.0,0.0,0.0,0.0
James White,1,,RB,4900,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.4,0.5,5.4,5.5,5.5,4.6,0.5,6.2,12,10.6,10.6,10.6,7.2,13.9,0.0,0.0,0.0,0.0
Hunter Renfrow,3,,WR,4900,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,5.5,6.2,1.0,9.0,10,12.6,10.5,10.5,3.3,17.6,11.8,2.4,5.2,1.1
Tee Higgins,2,,WR,4900,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,13.0,7.3,5.5,6.7,1.0,6.9,11,13.5,10.1,10.1,1.1,19.1,10.5,2.1,10.2,2.1
James Washington,,,WR,4900,PIT,PHI,25.3,PIT by 7,-3%,-9%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.1,0.7,6.1,8,8.4,8.4,8.4,5.3,11.5,8.5,1.7,5.5,1.1
T.Y. Hilton,2,,WR,4900,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.3,5.5,6.9,0.5,7.4,11,6.6,7.3,7.3,5.6,9.0,12.0,2.4,12.9,2.6
Jarrett Stidham,,,QB,4900,NE,DEN,,,3%,-9%,8%,13.0,13.0,11.8,2.0,4.6,2.0,2.0,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,17,4.7,4.7,4.7,4.7,4.7,0.0,0.0,0.0,0.0
Brian Hoyer,,,QB,4900,NE,DEN,,,3%,-9%,8%,24.0,24.0,30.6,1.0,5.4,1.0,1.0,0.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,41,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0
Brett Hundley,,,QB,4900,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Davis,0,O,WR,4800,TEN,BUF,,,12%,-15%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3,0.0,0.3,10.8,0,14.9,14.9,14.9,10.3,19.4,0.0,0.0,0.0,0.0
Darius Slayton,13,,WR,4800,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.3,7.3,1.5,8.1,11,7.1,13.2,13.2,1.1,25.2,13.6,2.8,23.9,5.0
Dalton Schultz,4,,TE,4800,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,5.3,1.3,7.8,8,16.3,12.7,12.7,3.6,21.9,10.7,2.2,1.6,0.3
Myles Gaskin,1,,RB,4800,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,13.0,12.0,11.7,3.5,4.0,5.3,5.0,4.0,0.3,5.7,25,12.6,12.1,12.1,9.5,14.8,12.9,2.7,20.1,4.2
John Brown,0,Q,WR,4800,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.3,5.8,6.8,1.0,8.4,10,8.8,11.4,11.4,2.3,20.4,0.0,0.0,0.0,0.0
Curtis Samuel,,,WR,4800,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,3.3,2.8,1.2,0.8,3.2,3.3,4.5,5.3,0.5,8.2,10,7.6,8.1,8.1,6.5,9.6,9.9,2.1,11.4,2.4
A.J. Green,,Q,WR,4800,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.3,7.0,0.5,3.6,11,5.3,6.5,6.5,2.6,10.3,10.0,2.1,0.0,0.0
Joe Flacco,0,,QB,4800,NYJ,ARI,19.8,ARI by 7,-5%,4%,-6%,2.0,2.0,33.7,0.0,8.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.6,0.6,0.6,0.6,0.6,15.5,3.2,13.8,2.9
Jacoby Brissett,,,QB,4800,IND,@CLE,23.8,IND by 1.5,24%,-24%,35%,2.0,2.0,0.2,0.0,4.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.3,0.3,-0.1,0.8,0.1,0.0,0.0,0.0
AJ McCarron,,,QB,4800,HOU,JAX,30.0,HOU by 6,5%,16%,10%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Emmanuel Sanders,1,,WR,4800,NO,LAC,29.0,NO by 7.5,5%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.5,5.4,1.3,8.3,9,11.2,11.1,11.1,5.1,17.0,10.7,2.2,27.2,5.7
Cole Beasley,1,,WR,4700,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.0,5.6,1.3,10.8,8,14.4,13.3,13.3,9.3,17.2,0.0,0.0,0.0,0.0
Keelan Cole,,,WR,4700,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.7,5.5,5.2,0.3,8.8,8,11.6,12.6,12.6,7.7,17.5,9.7,2.1,10.7,2.3
Jeff Driskel,,,QB,4700,DEN,@NE,,,-6%,-4%,-3%,21.3,21.3,0.1,2.3,6.8,2.0,2.0,0.1,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0,10.7,10.7,10.7,1.3,20.1,0.0,0.0,0.0,0.0
Hayden Hurst,0,,TE,4700,ATL,CAR,27.8,ATL by 1,-9%,5%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.5,5.6,0.5,7.4,9,11.5,10.3,10.3,4.9,15.7,11.0,2.3,2.8,0.6
Chase Edmonds,1,,RB,4700,ARI,@NYJ,26.8,ARI by 7,-4%,8%,21%,0.0,0.0,0.0,0.0,0.0,3.3,4.0,5.1,1.0,3.7,4.0,4.3,3.2,1.0,4.3,13,8.2,9.6,9.6,4.1,15.0,8.4,1.8,20.2,4.3
Christian Kirk,,,WR,4700,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,3.0,4.7,4.7,6.2,0.7,5.4,10,6.6,6.6,6.6,1.5,11.7,11.0,2.3,12.8,2.7
Henry Ruggs III,1,,WR,4700,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,5.5,4.0,4.0,5.2,0.0,7.4,9,5.5,5.5,5.5,-0.3,11.3,9.1,1.9,22.8,4.9
D'Ernest Johnson,1,,RB,4700,CLE,IND,22.3,IND by 1.5,-36%,-36%,-35%,0.0,0.0,0.0,0.0,0.0,4.3,3.5,8.8,0.0,7.1,0.0,0.0,0.9,0.0,0.0,15,3.2,2.5,2.5,-2.2,7.2,6.9,1.5,4.6,1.0
Jake Fromm,,Q,QB,4700,BUF,@TEN,,,3%,39%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,,,TE,4700,CHI,TB,20.5,TB by 3.5,-1%,-46%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.8,5.4,2.0,5.9,9,11.4,11.4,11.4,2.3,20.5,9.1,1.9,12.3,2.6
Jared Cook,0,,TE,4700,NO,LAC,29.0,NO by 7.5,5%,-7%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.4,1.0,7.6,7,8.8,8.8,8.8,4.3,13.3,7.6,1.6,13.2,2.8
Anthony Miller,,,WR,4700,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,9.0,4.3,4.8,5.6,1.0,7.0,9,5.9,8.8,8.8,0.8,16.8,9.3,2.0,6.8,1.4
Jameis Winston,,,QB,4700,NO,LAC,29.0,NO by 7.5,5%,-7%,19%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Randall Cobb,3,,WR,4600,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.0,4.5,5.1,0.5,11.8,8,12.0,10.1,10.1,3.2,17.0,9.4,2.0,10.7,2.3
Greg Ward,2,,WR,4600,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,-6.0,6.3,6.5,7.9,0.5,5.6,13,10.0,9.5,9.5,1.5,17.5,11.1,2.4,12.6,2.7
Golden Tate,4,,WR,4600,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,6.0,7.1,0.3,5.7,11,8.1,8.1,8.1,6.2,10.0,12.2,2.7,8.2,1.8
Evan Engram,9,,TE,4600,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.5,7.5,1.0,4.4,12,9.1,7.5,7.5,3.2,11.8,12.2,2.7,9.5,2.1
DeSean Jackson,,Q,WR,4600,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,0.0,6.0,0,7.4,7.4,7.4,2.7,12.1,0.0,0.0,0.0,0.0
Zach Pascal,2,,WR,4600,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.3,4.8,5.7,1.3,6.8,10,8.4,7.2,7.2,4.0,10.4,10.0,2.2,3.5,0.8
Devonta Freeman,3,,RB,4600,NYG,@DAL,22.3,DAL by 9.5,3%,44%,-5%,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.4,0.5,2.7,2.0,2.0,2.8,1.0,8.8,21,5.9,5.9,5.9,-1.0,12.8,11.9,2.6,16.7,3.6
Matt Schaub,,,QB,4600,ATL,CAR,27.8,ATL by 1,-9%,5%,-18%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Mason Rudolph,,,QB,4600,PIT,PHI,25.3,PIT by 7,-3%,-9%,-10%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Sean Mannion,,,QB,4600,MIN,@SEA,25.3,SEA by 7,61%,-37%,52%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Laviska Shenault Jr.,2,,WR,4500,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,2.3,2.3,1.4,0.3,5.9,5.3,5.0,5.7,0.5,9.6,11,10.9,11.6,11.6,8.8,14.4,10.6,2.4,14.9,3.3
Sammy Watkins,6,Q,WR,4500,KC,LV,34.5,KC by 13,0%,15%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,3.0,6.0,6.8,6.8,1.3,7.3,10,7.5,11.0,11.0,2.7,19.4,12.4,2.8,10.4,2.3
Sony Michel,,O,RB,4500,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,8.7,8.7,0.6,1.7,6.7,1.0,1.0,0.0,0.0,7.7,1,10.2,10.2,10.2,1.6,18.8,0.0,0.0,0.0,0.0
Scotty Miller,1,,WR,4500,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-22%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,0.3,3.5,5.0,5.3,6.5,0.3,11.9,11,11.3,11.7,11.7,5.1,18.3,12.5,2.8,0.0,0.0
Rob Gronkowski,1,,TE,4500,TB,@CHI,24.0,TB by 3.5,-8%,-4%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.5,4.3,0.5,6.3,7,4.9,4.5,4.5,-0.1,9.0,8.7,1.9,8.2,1.8
Tim Patrick,1,,WR,4400,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,6.3,0.5,10.0,10,15.0,13.0,13.0,3.1,22.8,0.0,0.0,0.0,0.0
Dallas Goedert,,O,TE,4400,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.7,7.7,0,11.9,11.9,11.9,-1.5,25.3,0.0,0.0,0.0,0.0
Mecole Hardman,0,,WR,4400,KC,LV,34.5,KC by 13,0%,15%,-4%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,3.0,4.3,3.5,2.8,0.3,10.3,4,12.7,9.9,9.9,2.8,17.0,7.8,1.8,7.0,1.6
Zack Moss,,Q,RB,4400,BUF,@TEN,,,3%,39%,-9%,0.0,0.0,0.0,0.0,0.0,8.5,8.5,8.0,4.0,2.8,2.0,2.0,1.5,1.0,4.0,13,7.7,7.7,7.7,2.0,13.4,0.0,0.0,0.0,0.0
Alex Smith,,,QB,4400,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.6,0.4
John Wolford,,,QB,4400,LAR,@WAS,26.0,LAR by 7,-17%,9%,7%,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Logan Woodside,,,QB,4400,TEN,BUF,,,12%,-15%,15%,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,,,QB,4400,JAX,@HOU,24.0,HOU by 6,-15%,52%,-13%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Marcus Mariota,,O,QB,4400,LV,@KC,21.5,KC by 13,-22%,35%,-13%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,,,QB,4400,BAL,CIN,32.0,BAL by 13,-3%,33%,-10%,1.0,1.0,0.2,0.0,4.5,2.0,2.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,-0.2,-0.2,-0.2,-0.9,0.5,0.1,0.0,-0.1,-0.0
Carlos Hyde,,Q,RB,4400,SEA,MIN,32.3,SEA by 7,17%,13%,8%,0.0,0.0,0.0,0.0,0.0,5.3,5.3,0.0,0.3,3.6,1.0,1.0,0.0,0.0,8.7,0,5.8,5.8,5.8,3.3,8.3,0.0,0.0,0.0,0.0
LeSean McCoy,,Q,RB,4400,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-6%,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,-1.0,4.0,3.3,0.0,0.8,4.2,0,4.4,3.6,3.6,0.8,6.3,0.0,0.0,0.0,0.0
Damien Harris,2,,RB,4300,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,17.0,17.0,12.1,1.0,5.9,0.0,0.0,0.6,0.0,0.0,17,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0
Nyheim Hines,,,RB,4300,IND,@CLE,23.8,IND by 1.5,24%,-24%,-9%,0.0,0.0,0.0,0.0,0.0,5.3,5.8,4.7,2.0,3.2,3.0,4.3,3.9,0.8,5.7,14,5.9,11.3,11.3,0.0,22.5,9.1,2.1,5.0,1.2
N'Keal Harry,,,WR,4300,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,2.0,7.3,7.0,6.0,2.0,5.9,9,10.6,9.9,9.9,5.8,14.1,0.0,0.0,0.0,0.0
J.K. Dobbins,0,,RB,4300,BAL,CIN,32.0,BAL by 13,-3%,33%,5%,0.0,0.0,0.0,0.0,0.0,2.7,3.8,5.7,0.5,6.1,2.3,1.8,2.1,0.0,7.4,12,6.1,8.1,8.1,3.4,12.8,8.2,1.9,8.5,2.0
Michael Pittman Jr.,,O,WR,4300,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.7,6.1,0,5.4,5.4,5.4,3.1,7.8,0.0,0.0,0.0,0.0
