Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Keke Coutee,,,WR,3000,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.5,0,2.1,2.1,2.1,2.1,2.1,0.0,0.0,0.0,0.0
Christian Blake,,,WR,3000,ATL,CAR,27.8,ATL by 1,-9%,5%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,3.2,0.0,9.4,5,2.6,1.9,1.9,-1.9,5.8,2.3,0.8,0.0,0.0
John Ross III,,Q,WR,3000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,2.4,0,1.9,1.9,1.9,-0.8,4.5,0.0,0.0,0.0,0.0
Seth Roberts,,,WR,3000,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.2,0.0,5.2,2,1.9,1.8,1.8,0.3,3.3,2.6,0.9,0.0,0.0
Josh Malone,,,WR,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,12.0,2.0,1.5,0.5,0.0,2.7,1,2.3,1.7,1.7,-1.7,5.1,0.6,0.2,0.0,0.0
DaeSean Hamilton,,,WR,3000,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,4.0,0.0,3.6,6,1.1,1.5,1.5,0.4,2.7,0.0,0.0,0.0,0.0
Brandon Powell,,,WR,3000,ATL,CAR,27.8,ATL by 1,-9%,5%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.3,1.0,0.8,0.3,6.8,1,1.9,1.4,1.4,-1.4,4.3,1.3,0.4,0.0,0.0
Dede Westbrook,,,WR,3000,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0
Reece Fountain,,,WR,3000,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,0.0,7.7,3,1.4,1.4,1.4,-1.0,3.9,3.0,1.0,0.0,0.0
Antonio Gandy-Golden,,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,22.0,1.0,1.0,2.0,0.0,1.0,4,1.2,1.2,1.2,0.1,2.3,1.8,0.6,0.0,0.0
Ryan Griffin,,,TE,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,1.9,0.0,2.0,3,1.3,1.0,1.0,-1.0,3.0,3.0,1.0,0.0,0.0
Rashard Higgins,,,WR,3000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,0.0,9.0,2,0.9,0.9,0.9,-0.4,2.3,2.5,0.8,12.1,4.0
Cam Sims,,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.8,0.0,8.5,1,1.2,0.9,0.9,-0.9,2.8,1.4,0.5,0.0,0.0
Collin Johnson,,,WR,3000,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,0.5,0.5,2.8,1,0.4,0.9,0.9,-0.2,2.1,0.7,0.2,12.0,4.0
Nick Vannett,,,TE,3000,DEN,@NE,,,-6%,-4%,-38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.3,0.3,0.2,4,0.7,0.7,0.7,-0.2,1.6,0.0,0.0,0.0,0.0
Alex Erickson,,,WR,3000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,7.0,0.3,0.3,0.9,0.0,9.0,1,0.9,0.7,0.7,-0.7,2.0,1.1,0.4,0.0,0.0
Lynn Bowden Jr.,,,WR,3000,MIA,@SF,20.3,SF by 9,-26%,-7%,-14%,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.5,5.0,0.5,0.5,0.5,0.0,-1.0,1,0.7,0.7,0.7,0.4,1.0,1.0,0.3,0.4,0.1
Jakobi Meyers,,,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,0.0,7.0,2,0.6,0.6,0.6,-0.4,1.5,0.0,0.0,0.0,0.0
Tyrie Cleveland,,,WR,3000,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,7.0,2,0.6,0.6,0.6,-0.4,1.5,0.0,0.0,0.0,0.0
Mohamed Sanu,,,WR,3000,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.5,1.1,0.5,9.0,2,0.9,0.9,0.9,-0.4,2.3,3.8,1.3,0.0,0.0
Diontae Spencer,,,WR,3000,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.3,1.2,0.0,7.0,2,0.6,0.4,0.4,-0.4,1.3,0.0,0.0,0.0,0.0
Ashton Dulin,,,WR,3000,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.7,0.0,3.0,1,0.5,0.4,0.4,-0.4,1.2,1.2,0.4,4.7,1.6
Andre Roberts,,Q,WR,3000,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,-3.0,0.3,0.3,0.8,0.0,6.0,1,0.4,0.3,0.3,-0.3,1.0,0.0,0.0,0.0,0.0
DeAndre Carter,,,WR,3000,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.3,4.0,2,-0.3,0.2,0.2,-1.0,1.4,0.8,0.3,0.0,0.0
JoJo Natson,,O,WR,3000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Slater,,,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Adeboyejo,,O,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Sherfield,,,WR,3000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.3,0.1,1.6,0.5
Denzel Mims,,O,WR,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vyncint Smith,,O,WR,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharoh Cooper,,,WR,3000,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,2.2,0.7
Brandon Zylstra,,,WR,3000,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
Keith Kirkwood,,O,WR,3000,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Bayless,,O,WR,3000,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Harmon,,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanuel Hall,,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Veasy,,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nsimba Webster,,,WR,3000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Trishton Jackson,,,WR,3000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Hodgins,,O,WR,3000,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray-Ray McCloud III,,,WR,3000,PIT,PHI,25.3,PIT by 7,-3%,-9%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10.5,3.5
JJ Arcega-Whiteside,,,WR,3000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.6,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,3.5,1.2,4.7,1.6
Quez Watkins,,,WR,3000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2.7,0.9,0.0,0.0
Chris Moore,,Q,WR,3000,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Proche,,,WR,3000,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
Antoine Wesley,,O,WR,3000,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Coulter,,O,WR,3000,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keelan Doss,,,WR,3000,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0
Rico Gafford,,,WR,3000,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
Tyrell Williams,,O,WR,3000,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Pringle,,,WR,3000,KC,LV,34.5,KC by 13,0%,15%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.2,3.3,1.1
Marcus Kemp,,,WR,3000,KC,LV,34.5,KC by 13,0%,15%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Dante Pettis,,,WR,3000,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie James,,O,WR,3000,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Thompson,,O,WR,3000,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tavon Austin,,O,WR,3000,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mack Hollins,,,WR,3000,MIA,@SF,20.3,SF by 9,-26%,-7%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
Austin Mack,,,WR,3000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Sills,,O,WR,3000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Core,,O,WR,3000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Turner,,,WR,3000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ventell Bryant,,O,WR,3000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dezmon Patmon,,,WR,3000,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Peoples-Jones,,,WR,3000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0
Tyron Johnson,,,WR,3000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,53.0,2,12.3,12.3,12.3,12.3,12.3,1.8,0.6,0.7,0.2
Darnell Mooney,,,WR,3000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,-3.0,5.7,5.0,5.4,0.3,7.3,9,8.8,8.3,8.3,4.5,12.1,8.3,2.8,3.5,1.2
Freddie Swain,,,WR,3000,SEA,MIN,32.3,SEA by 7,17%,13%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,1.6,0.3,13.8,3,5.5,4.8,4.8,1.7,8.0,3.0,1.0,3.4,1.1
Deonte Harris,,O,WR,3000,NO,LAC,29.0,NO by 7.5,5%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,7.5,3.3,2.8,0.0,0.0,5.0,0,4.0,3.9,3.9,2.1,5.6,0.0,0.0,0.0,0.0
Olabisi Johnson,,,WR,3000,MIN,@SEA,25.3,SEA by 7,61%,-37%,87%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.0,2.4,0.0,10.0,4,1.1,3.0,3.0,-1.1,7.1,2.6,0.9,2.3,0.8
Javon Wims,,,WR,3000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.2,0.3,3.6,2,1.2,2.7,2.7,-0.7,6.1,1.3,0.4,0.0,0.0
Ted Ginn Jr.,,,WR,3000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,2.0,2.0,0.0,6.7,3,2.3,2.3,2.3,0.3,4.4,1.8,0.6,0.0,0.0
Cameron Brate,,,TE,3000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,3.3,0.3,1.5,5,2.4,1.8,1.8,-1.8,5.5,5.0,1.7,9.4,3.1
Marquez Callaway,,,WR,3000,NO,LAC,29.0,NO by 7.5,5%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,16.0,0,0.9,0.9,0.9,-0.6,2.4,0.1,0.0,7.4,2.5
Chad Beebe,,,WR,3000,MIN,@SEA,25.3,SEA by 7,61%,-37%,87%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.4,0.0,7.0,4,0.9,0.9,0.9,-0.4,2.1,3.8,1.3,2.1,0.7
K.J. Hill,,,WR,3000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,1.0,3.8,2,1.3,1.3,1.3,-0.5,3.0,1.6,0.5,1.8,0.6
Joe Reed,,O,WR,3000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,8.0,0.0,0.0,0.7,0.0,0.0,1,0.3,0.3,0.3,-0.2,0.7,0.0,0.0,0.0,0.0
Jason Moore,,O,WR,3000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennie Fowler III,1,,WR,3000,NO,LAC,29.0,NO by 7.5,5%,-7%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,3.1,1.0
Tyler Johnson,,,WR,3000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4.9,1.6,10.1,3.4
Jaydon Mickens,,,WR,3000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.5,0.8,4.2,1.4
John Hurst,,O,WR,3000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Ridley,,,WR,3000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Gordon,,,WR,3000,SEA,MIN,32.3,SEA by 7,17%,13%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penny Hart,,,WR,3000,SEA,MIN,32.3,SEA by 7,17%,13%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajae Sharpe,,,WR,3000,MIN,@SEA,25.3,SEA by 7,61%,-37%,87%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0
Dan Chisena,,,WR,3000,MIN,@SEA,25.3,SEA by 7,61%,-37%,87%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.J. Osborn,,Q,WR,3000,MIN,@SEA,25.3,SEA by 7,61%,-37%,87%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Zuber,,,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,10.5,0.0,0.0,0.2,0.0,0.0,1,1.1,1.1,1.1,0.7,1.4,0.0,0.0,0.0,0.0
Trey Burton,0,,TE,2900,IND,@CLE,23.8,IND by 1.5,24%,-24%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,5,3.6,3.6,3.6,3.6,3.6,4.7,1.6,8.3,2.9
Jake Butt,,,TE,2900,DEN,@NE,,,-6%,-4%,-38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,3.2,0.3,1.3,5,0.5,0.6,0.6,-0.1,1.4,0.0,0.0,0.0,0.0
Vance McDonald,,,TE,2800,PIT,PHI,25.3,PIT by 7,-3%,-9%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.6,0.3,5.9,4,3.0,3.0,3.0,0.0,6.0,3.8,1.4,1.4,0.5
Kaden Smith,,,TE,2800,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.6,0.5,4.9,4,2.1,2.5,2.5,1.6,3.3,3.6,1.3,1.7,0.6
Blake Bell,,,TE,2800,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.8,0.3,9.7,3,3.3,2.5,2.5,-0.4,5.3,3.1,1.1,2.3,0.8
Nick Boyle,,,TE,2700,BAL,CIN,32.0,BAL by 13,-3%,33%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.5,4.7,4,3.8,3.5,3.5,0.7,6.2,4.3,1.6,1.2,0.4
Ryan Izzo,,,TE,2700,NE,DEN,,,3%,-9%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.8,0.3,5.5,4,1.3,1.9,1.9,-0.3,4.0,0.0,0.0,0.0,0.0
